numero-da-portaria,data-de-publicacao,descricao-sobre-o-assunto-de-que-trata-a-portaria
1363,2023-11-24 00:00:00,"Dispõe sobre designação de servidora para o cargo de Chefe do Setor de Apoio ao Sistema Acadêmico Substituto do IFMG - Substituto.
"
1364,2023-11-24 00:00:00,Dispõe sobre nomeação de servidor para o cargo de Pró-Reitor de Ensino e Assuntos Estudantis Substituto do IFMG - Reitoria.
1365,2023-11-24 00:00:00,Dispõe sobre nomeação de servidora para a função de Diretora de Relações Internacionais Substituta do IFMG - Reitoria.
1366,2023-11-24 00:00:00,Dispõe sobre nomeação de servidor para o cargo de Cargo de Diretor do Centro de Referência em Educação a Distância Substituto do IFMG - Reitoria.
1367,2023-11-24 00:00:00,Dispõe sobre retificação da Portaria 1350 de 24 de novembro de 2023.
1368,2023-11-24 00:00:00,Dispõe sobre retificação da Portaria 1352 de 24 de novembro de 2023.
1369,2023-11-27 00:00:00,Dispõe sobre interrupção de férias de servidora do IFMG - Campus Bambuí.
1370,2023-11-27 00:00:00,Dispõe sobre Nomeação de Servidor para Substitutos dos Cargo de Direção da PROGEP e Uorgs Vinculadas IFMG - Reitoria.
1371,2023-11-27 00:00:00,Dispõe sobre concessão de adicional de insalubridade a servidor do IFMG.
1372,2023-11-27 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Bambuí.
1373,2023-11-28 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1374,2023-11-29 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Santa Luzia e Revogação da portaria nº 641 de 06 de junho de 2023.
1376,2023-11-29 00:00:00,Dispõe sobre a autorização do funcionamento da jornada de trabalho flexibilizada na UO Seção de Assuntos Institucionais (SAINST) do IFMG – Campus Ribeirão das Neves e Revogação da Portaria nº 1279 de 07 de novembro de 2023.
1377,2023-11-29 00:00:00,"Dispõe sobre Tornar pública a concessão de auxílio-funeral referente ao óbito de ex-servidor do IFMG - Campus Ouro Preto.
"
1378,2023-11-29 00:00:00,Dispõe sobre Tornar pública a concessão de auxílio-funeral referente ao óbito de ex-servidora do IFMG - Campus Bambuí.
1379,2023-11-29 00:00:00,Dispõe sobre remoção por permuta de servidor Técnico-Administrativo do IFMG Campus Betim e Campus Ibirité.
1380,2023-11-29 00:00:00,Dispõe sobre Interrupção de Férias de servidor do IFMG - Campus Arcos.
1381,2023-11-29 00:00:00,Dispõe sobre interrupção de férias de servidor do IFMG - Campus Bambuí.
1382,2023-11-29 00:00:00,"Dispõe sobre a Autorização de Funcionamento do Curso Técnico em Biotecnologia, Integrado, Presencial, no IFMG Campus Bambuí."
1383,2023-11-29 00:00:00,Dispõe sobre interrupção de férias de servidora do IFMG - Campus Bambuí.
1384,2023-11-29 00:00:00,Dispõe sobre tornar sem efeito a portaria nº 1346 de 23 de novembro de 2023.
1385,2023-11-29 00:00:00,Dispõe sobre designação de servidor para o exercício das atividades de Encarregado pelo Tratamento de Dados Pessoais no âmbito do IFMG.
1386,2023-11-29 00:00:00,Dispõe sobre nomeação de servidora para cargo de Direção do IFMG - Reitoria.
1387,2023-11-29 00:00:00,Dispõe sobre nomeação de servidor para o cargo de Diretor de Desenvolvimento Institucional Substituto do IFMG - Reitoria e Revogação da Portaria nº 590 de 16 de maio de 2019.
1388,2023-11-29 00:00:00,Dispõe sobre Tornar pública a concessão de auxílio-funeral referente ao óbito de ex-servidor do IFMG - Campus Bambuí.
1389,2023-11-29 00:00:00,Dispõe sobre Tornar pública a concessão de auxílio-funeral referente ao óbito de ex-servidor do IFMG - Campus Ouro Preto.
1390,2023-11-29 00:00:00,Dispõe sobre concessão de horário especial servidora do IFMG - Campus Ouro Branco.
1391,2023-11-29 00:00:00,Dispõe sobre Concessão de horário especial à Servidora do IFMG – Campus Ponte Nova.
1392,2023-11-29 00:00:00,Dispõe sobre interrupção de férias de servidora do IFMG - Campus Bambuí.
1393,2023-11-30 00:00:00,Dispõe sobre constituição de Grupo de Trabalho no IFMG.
1394,2023-11-30 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Ribeirão das Neves
1395,2023-11-30 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 26/2022.
1396,2023-11-30 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 118/2023.
1397,2023-11-30 00:00:00,Dispõe sobre concessão de adicional de insalubridade a servidor do IFMG.
1398,2023-12-01 00:00:00,"Dispõe sobre Retificação da Portaria nº 1226 de 14 de outubro de 2023 que dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1399,2023-12-01 00:00:00,"Dispõe sobre remoção de servidora a pedido, por motivo de saúde, do IFMG - Campus Formiga para o IFMG Campus Santa Luzia."
1400,2023-12-04 00:00:00,Dispõe sobre a publicação da relação dos participantes que fizeram jus ao Certificado de Conclusão do Ensino Médio com base nos resultados de desempenho obtidos no Encceja.
1401,2023-12-04 00:00:00,Dispõe sobre a publicação da relação com o nome e o número do CPF dos concluintes certificados no Ensino Médio pelos campi do IFMG com base nos resultados do Exame Nacional do Ensino Médio - Enem.
1402,2023-12-04 00:00:00,Dispõe sobre a publicação da relação com o nome e o número do CPF dos concluintes certificados no Ensino Médio pelos campi do IFMG com base nos resultados do Exame Nacional para Certificação de Competências de Jovens e Adultos​ - Encceja.
1403,2023-12-05 00:00:00,Dispõe sobre alteração de fundamento de pensão civil - instituidora Klicia Teles - IFMG - Campus Bambuí.
1404,2023-12-05 00:00:00,Dispõe sobre concessão de horário especial a servidora do Campus Congonhas.
1405,2023-12-05 00:00:00,Dispõe sobre retificação da Portaria nº 1392 de 29 de novembro de 2023.
1406,2023-12-05 00:00:00,Dispõe sobre retificação da Portaria nº 1381 de 29 de novembro de 2023.
1407,2023-12-05 00:00:00,Dispõe sobre remoção de servidora Técnico Administrativo - IFMG Campus Congonhas para o IFMG Campus Ouro Branco.
1408,2023-12-05 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Governador Valadares.
1409,2023-12-05 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1410,2023-12-06 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1411,2023-12-06 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1412,2023-12-06 00:00:00,Dispõe sobre retificação da Portaria nº 1369 de 27 de novembro de 2023.
1413,2023-12-07 00:00:00,Dispõe sobre averbação de tempo de contribuição de servidor do IFMG - Campus Ouro Preto.
1414,2023-12-07 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus Ibirité.
1415,2023-12-07 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG – Campus Bambuí.
1416,2023-12-07 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor(a) do IFMG - Campus Ibirité.
1417,2023-12-07 00:00:00,"Dispõe sobre a Concessão de Aposentadoria Voluntária para servidor do IFMG - Campus Ouro Preto.
"
1418,2023-12-07 00:00:00,Dispõe sobre remoção de servidor Técnico Administrativo - IFMG Campus Avançado Conselheiro Lafaiete para a Reitoria do IFMG.
1419,2023-12-07 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Avançado Ipatinga e Revogação da Portaria IFMG nº 335 de 22 de março de 2022.
1420,2023-12-07 00:00:00,"Dispõe sobre a Autorização de Funcionamento do Curso Técnico em Eletromecânica, integrado, presencial, no IFMG Campus Bambuí."
1421,2023-12-07 00:00:00,Dispõe sobre Nomeação de Servidor para Substitutos das Funções Gratificadas da PROGEP e Uorgs Vinculadas IFMG - Reitoria.
1422,2023-12-07 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Congonhas.
1423,2023-12-07 00:00:00,Dispõe sobre Tornar sem Efeito a Portaria nº 1332 de 21 de novembro de 2023.
1424,2023-12-11 00:00:00,Dispõe sobre Interrupção de Férias do servidora do IFMG - Campus Sabará.
1425,2023-12-11 00:00:00,Dispõe sobre exoneração de servidor do IFMG - Campus Congonhas.
1426,2023-12-11 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1427,2023-12-11 00:00:00,"Dispõe sobre Prorrogação do mandato de Conselheiros de representação discente, docente e técnico-administrativo do Conselho Superior do IFMG."
1428,2023-12-11 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1429,2023-12-11 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1430,2023-12-11 00:00:00,Dispõe sobre Prorrogação do Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidora do IFMG - Campus Ribeirão das Neves.
1431,2023-12-11 00:00:00,Dispõe sobre concessão de horário especial servidor Reitoria.
1432,2023-12-11 00:00:00,Dispõe sobre autorização de funcionamento da jornada flexibilizada dos servidores Técnico-Administrativo em Educação (TAE) do IFMG-Campus Sabará e Revogação da Portaria nº 188 de 14 de fevereiro de 2023.
1433,2023-12-11 00:00:00,Dispõe sobre a localização e vinculação do servidor do IFMG - Reitoria.
1434,2023-12-11 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus Governador Valadares.
1435,2023-12-11 00:00:00,"Dispõe sobre Progressão por Capacitação Profissional a servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1436,2023-12-12 00:00:00,Dispõe sobre a alteração do regime de trabalho de Técnico Administrativo do IFMG – Campus Avançado Arcos.
1437,2023-12-12 00:00:00,Dispõe sobre admissão de servidora efetiva do IFMG - Campus Congonhas.
1438,2023-12-12 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG – Campus Ouro Preto.
1439,2023-12-13 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Ribeirão das Neves.
1440,2023-12-13 00:00:00,Dispõe sobre Licença para Tratar de Interesses Particulares a servidora do IFMG - Campus Bambuí.
1441,2023-12-13 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus São João Evangelista.
1442,2023-12-13 00:00:00,Dispõe sobre Retificação da Portaria nº 551 de 18 de maio de 2023.
1443,2023-12-13 00:00:00,Dispõe sobre a nova composição da Comissão Permanente de Organização e Avaliação dos Processos Seletivos de Remoção dos servidores do IFMG - COPEREM e revogação da Portaria 1052/2020.
1444,2023-12-13 00:00:00,Dispõe sobre Retificação da Portaria nº 1430 de 13 de dezembro de 2023.
1445,2023-12-13 00:00:00,Dispõe sobre Retificação da Portaria nº 488 de 03 de maio de 2022.
1447,2023-12-14 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Reitoria.
1448,2023-12-14 00:00:00,Dispõe sobre remoção por permuta de servidor Técnico-Administrativo do IFMG Campus Ribeirão das Neves e Reitoria.
1449,2023-12-14 00:00:00,"Dispõe sobre a alteração dos membros da Comissão Permanente de Acompanhamento e Monitoramento do PDI IFMG 2019-2023 e Revogação da Portaria nº 807, de 28 de julho de 2022.
"
1450,2023-12-14 00:00:00,Dispõe sobre designação de servidora para a função de Procuradora Educacional Institucional do IFMG - Reitoria.
1451,2023-12-14 00:00:00,Dispõe sobre designação de servidora para a função de Pesquisadora Institucional do IFMG.
1452,2023-12-14 00:00:00,Dispõe sobre interrupção de férias de servidora do IFMG.
1453,2023-12-14 00:00:00,Dispõe sobre constituição de Grupo de Trabalho dos Núcleos de Atendimento às Pessoas com Necessidades Educacionais Específicas (NAPNEEs).
1454,2023-12-14 00:00:00,Dispõe sobre a Retificação da portaria nº 416 de 11 de abril de 2022.
1455,2023-12-14 00:00:00,Dispõe sobre autorização de afastamento do país a servidor do IFMG - Campus Bambuí.
1456,2023-12-14 00:00:00,Dispõe sobre designação de Comissão Avaliadora - Edital 19/2023- Apoio Financeiro à Publicação de Artigos Científicos em Periódicos Internacionais e revogação da Portaria nº 350 de 30 de março de 2023.
1457,2023-12-14 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Ribeirão das Neves.
1458,2023-12-18 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria
1460,2023-12-18 00:00:00,Dispõe sobre designação de servidor para cargo e Chefe do Setor de Infraestrutura de TI Substituto.
1461,2023-12-18 00:00:00,Dispõe sobre autorização de funcionamento da jornada flexibilizada dos servidores do setor pedagógico do IFMG - Campus Ouro Preto e Revogação da Portaria nº 714 de 06 de Julho de 2022.
1462,2023-12-18 00:00:00,"Dispõe sobre designação de servidores do IFMG como responsáveis pela cotação, reserva e compra de passagens aéreas no IFMG e Revogação da Portaria IFMG nº 368 de 05 de abril de 2023."
1463,2023-12-19 00:00:00,Dispõe sobre Revogação da Portaria nº 669 de 15 de junho de 2023 e Portaria nº 677 de 16 de junho de 2023.
1464,2023-12-19 00:00:00,Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidor do IFMG - Reitoria.
1465,2023-12-19 00:00:00,Dispõe sobre Continuidade do Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidora do IFMG - Reitoria.
1466,2023-12-19 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
1467,2023-12-19 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1468,2023-12-19 00:00:00,Dispõe sobre exercício temporário de servidora lotada no IFMG - Campus Ouro Preto no IFMG - Campus Avançado Ponte Nova.
1469,2023-12-19 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Congonhas.
1470,2023-12-19 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Betim.
1471,2023-12-19 00:00:00,"Dispõe sobre designação de servidores para comporem o Núcleo de Assistentes Sociais do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais (IFMG)"
1472,2023-12-19 00:00:00,Dispõe sobre concessão de horário especial à servidora do IFMG.
1473,2023-12-19 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Formiga e Revogação da Portaria nº 511 de 09 de maio de 2023.
