identificador,aberto-em,area,grupo-de-servico,servico,campus,status,solucionado-em
213,09/12/2019,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,13/12/2019
214,09/12/2019,Tecnologia da Informação,OBR-SISTEMAS,OBR-SEI,CAMPUS OURO BRANCO,Fechado,09/12/2019
216,09/12/2019,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Impressora inoperante/obstruída,CAMPUS OURO BRANCO,Fechado,06/01/2020
217,09/12/2019,Administrativo,Elétrica,99 Outros serviços elétricos,REITORIA,Fechado,16/01/2020
218,10/12/2019,Extensão,1. Estágio,Estágio - Convênios.,REITORIA,Fechado,11/12/2019
219,10/12/2019,Tecnologia da Informação,OBR-SISTEMAS,OBR-Conecta,CAMPUS OURO BRANCO,Fechado,10/12/2019
220,11/12/2019,Tecnologia da Informação,OBR-ARMAZENAMENTO DE DADOS,OBR-Recuperação de dados,CAMPUS OURO BRANCO,Fechado,13/12/2019
221,13/12/2019,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,13/12/2019
222,13/12/2019,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de software,CAMPUS OURO BRANCO,Fechado,13/12/2019
223,13/12/2019,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,22/01/2020
224,13/12/2019,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Computador lento,CAMPUS OURO BRANCO,Fechado,18/12/2019
225,13/12/2019,Tecnologia da Informação,OBR-ARMAZENAMENTO DE DADOS,OBR-Solicitação de acesso,CAMPUS OURO BRANCO,Fechado,18/12/2019
226,16/12/2019,Administrativo,Recomposição,99 Outras recomposições,REITORIA,Fechado,06/01/2020
227,16/12/2019,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,06/01/2020
228,16/12/2019,Extensão,1. Estágio,Estágio - Convênios.,REITORIA,Fechado,17/12/2019
229,17/12/2019,Administrativo,Portas e janelas,99 Outras esquadrias,REITORIA,Fechado,24/02/2022
230,17/12/2019,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sem conexão com a rede interna,CAMPUS OURO BRANCO,Fechado,08/01/2020
231,17/12/2019,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,18/12/2019
232,18/12/2019,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Reset de senha de e-mail,CAMPUS OURO BRANCO,Fechado,18/12/2019
233,18/12/2019,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sem conexão com a rede interna,CAMPUS OURO BRANCO,Fechado,08/01/2020
234,18/12/2019,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sem conexão com a rede interna,CAMPUS OURO BRANCO,Fechado,28/01/2020
235,18/12/2019,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Alteração de acessos,CAMPUS OURO BRANCO,Fechado,08/01/2020
236,18/12/2019,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Alteração/Movimentação de estação de trabalho,CAMPUS OURO BRANCO,Fechado,06/01/2020
237,18/12/2019,Tecnologia da Informação,OBR-LABORATÓRIOS DE INFORMÁTICA,OBR-Periféricos com problema,CAMPUS OURO BRANCO,Fechado,19/12/2019
238,18/12/2019,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,18/02/2020
239,19/12/2019,Administrativo,Elétrica,01 Criação de ponto de energia,REITORIA,Fechado,16/01/2020
240,06/01/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,06/01/2020
241,06/01/2020,Administrativo,Elétrica,10 Troca de lâmpada,REITORIA,Fechado,06/01/2020
242,06/01/2020,Administrativo,Cobertura,X Outros serviços de cobertura,REITORIA,Fechado,08/01/2020
243,07/01/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de software,CAMPUS OURO BRANCO,Fechado,07/01/2020
244,07/01/2020,Tecnologia da Informação,OBR-SISTEMAS,OBR-SUAP,CAMPUS OURO BRANCO,Cancelado,
245,07/01/2020,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Impressão com falhas,CAMPUS OURO BRANCO,Fechado,13/02/2020
246,07/01/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,09/01/2020
247,13/01/2020,Administrativo,Elétrica,99 Outros serviços elétricos,REITORIA,Fechado,21/01/2020
248,16/01/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,20/01/2020
249,16/01/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,13/02/2020
250,17/01/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Configuração de software,CAMPUS OURO BRANCO,Fechado,27/01/2020
251,17/01/2020,Administrativo,Recomposição,99 Outras recomposições,REITORIA,Fechado,17/01/2020
252,17/01/2020,Administrativo,Elétrica,99 Outros serviços elétricos,REITORIA,Fechado,17/01/2020
253,17/01/2020,Administrativo,Recomposição,99 Outras recomposições,REITORIA,Fechado,17/01/2020
254,17/01/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de estação de trabalho,CAMPUS OURO BRANCO,Fechado,31/01/2020
255,20/01/2020,Administrativo,Portas e janelas,04 Fechadura,REITORIA,Fechado,20/01/2020
256,20/01/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de estação de trabalho,CAMPUS OURO BRANCO,Fechado,21/01/2020
257,21/01/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,21/01/2020
258,21/01/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail para novo servidor/colaborador,CAMPUS OURO BRANCO,Fechado,21/01/2020
259,21/01/2020,Administrativo,Recomposição,99 Outras recomposições,REITORIA,Fechado,22/01/2020
260,22/01/2020,Tecnologia da Informação,OBR-ARMAZENAMENTO DE DADOS,OBR-Arquivo ou pasta inacessível,CAMPUS OURO BRANCO,Fechado,22/01/2020
261,22/01/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de estação de trabalho,CAMPUS OURO BRANCO,Fechado,27/01/2020
262,22/01/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail para novo servidor/colaborador,CAMPUS OURO BRANCO,Fechado,27/01/2020
263,23/01/2020,Administrativo,Desentupimento,99 Outros serviços de desentupimento,REITORIA,Fechado,27/01/2020
264,23/01/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de software,CAMPUS OURO BRANCO,Fechado,30/07/2020
265,23/01/2020,Tecnologia da Informação,OBR-SISTEMAS,OBR-MeuIFMG,CAMPUS OURO BRANCO,Fechado,06/02/2020
266,23/01/2020,Tecnologia da Informação,OBR-ARMAZENAMENTO DE DADOS,OBR-Solicitação de acesso,CAMPUS OURO BRANCO,Fechado,24/01/2020
267,27/01/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail para novo servidor/colaborador,CAMPUS OURO BRANCO,Fechado,03/02/2020
268,27/01/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,31/01/2020
269,27/01/2020,Extensão,2 - Fundações de Apoio,Fundações de Apoio - Ações de Extensão executadas por Fundações.,REITORIA,Fechado,27/01/2020
270,27/01/2020,Administrativo,Ar condicionado,Problema com temperatura,REITORIA,Fechado,19/02/2020
271,27/01/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Alteração de acessos,CAMPUS OURO BRANCO,Fechado,28/01/2020
273,28/01/2020,Administrativo,Hidráulica e Hidrossanitários,99 Outros serviços de hidráulica,REITORIA,Fechado,30/01/2020
274,29/01/2020,Administrativo,Recomposição,99 Outras recomposições,REITORIA,Fechado,30/01/2020
275,29/01/2020,Extensão,3. Eventos,Eventos -  Recursos financeiros previstos em editais.,REITORIA,Fechado,30/01/2020
276,29/01/2020,Extensão,Editais de Extensão,Dúvidas sobre editais.,REITORIA,Fechado,29/01/2020
277,29/01/2020,Administrativo,Ar condicionado,Problema com temperatura,REITORIA,Fechado,14/02/2020
278,30/01/2020,Administrativo,Ar condicionado,Problema com temperatura,REITORIA,Fechado,19/02/2020
279,30/01/2020,Administrativo,Portas e janelas,01 Porta,REITORIA,Fechado,31/01/2020
280,30/01/2020,Extensão,1. Programas e Projetos,Programas e Projetos - Seleção de bolsista.,REITORIA,Fechado,31/01/2020
281,30/01/2020,Administrativo,Ar condicionado,Problema com temperatura,REITORIA,Fechado,19/02/2020
282,30/01/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Computador não liga,CAMPUS OURO BRANCO,Fechado,04/02/2020
283,30/01/2020,Extensão,1. Programas e Projetos,Programas e Projetos - Seleção de bolsista.,REITORIA,Fechado,31/01/2020
284,31/01/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,31/01/2020
285,31/01/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail para novo servidor/colaborador,CAMPUS OURO BRANCO,Fechado,04/02/2020
286,31/01/2020,Extensão,1. Programas e Projetos,Programas e Projetos - Seleção de bolsista.,REITORIA,Fechado,02/03/2020
287,31/01/2020,Extensão,Módulo de Extensão do SUAP,SUAP - Manuais - Módulo Extensão.,REITORIA,Fechado,02/03/2020
288,03/02/2020,Administrativo,Elétrica,10 Troca de lâmpada,REITORIA,Fechado,03/02/2020
289,03/02/2020,Administrativo,Hidráulica e Hidrossanitários,05 Reparo em vaso sanitário,REITORIA,Fechado,24/02/2022
290,03/02/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail para novo servidor/colaborador,CAMPUS OURO BRANCO,Fechado,03/02/2020
291,03/02/2020,Administrativo,Hidráulica e Hidrossanitários,99 Outros serviços de hidráulica,REITORIA,Fechado,04/02/2020
292,03/02/2020,Administrativo,Desentupimento,02 Vaso sanitário,REITORIA,Fechado,04/02/2020
293,03/02/2020,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Impressora inoperante/obstruída,CAMPUS OURO BRANCO,Fechado,03/02/2020
294,03/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,10/02/2020
295,03/02/2020,Administrativo,Cobertura,Vazamento em telhado,CAMPUS OURO PRETO,Fechado,27/03/2024
296,03/02/2020,Administrativo,Portas e janelas,99 Outras esquadrias,REITORIA,Fechado,03/02/2020
297,04/02/2020,Administrativo,Elétrica,10 Troca de lâmpada,REITORIA,Fechado,04/02/2020
298,04/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,06/02/2020
299,04/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,05/02/2020
300,05/02/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Reset de senha de e-mail,CAMPUS OURO BRANCO,Fechado,06/02/2020
301,05/02/2020,Administrativo,Hidráulica e Hidrossanitários,04 Reparo em torneira,REITORIA,Fechado,05/02/2020
302,06/02/2020,Administrativo,Hidráulica e Hidrossanitários,99 Outros serviços de hidráulica,REITORIA,Fechado,07/02/2020
303,06/02/2020,Tecnologia da Informação,OBR-ARMAZENAMENTO DE DADOS,OBR-Solicitação de acesso,CAMPUS OURO BRANCO,Fechado,12/02/2020
304,06/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Configuração de software,CAMPUS OURO BRANCO,Fechado,06/02/2020
305,06/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Configuração de software,CAMPUS OURO BRANCO,Fechado,06/02/2020
306,06/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,28/02/2020
307,07/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,17/02/2020
308,07/02/2020,Administrativo,Elétrica,99 Outros serviços elétricos,REITORIA,Fechado,07/02/2020
309,07/02/2020,Extensão,2. Cursos de Extensão,Cursos de Extensão - Catálogo de Cursos FIC.,REITORIA,Fechado,07/02/2020
310,07/02/2020,Administrativo,Elétrica,04 Mudança de ponto de energia,REITORIA,Fechado,07/02/2020
311,07/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sem conexão com a rede interna,CAMPUS OURO BRANCO,Fechado,18/02/2020
312,07/02/2020,Administrativo,Hidráulica e Hidrossanitários,11 Vazamentos,REITORIA,Fechado,14/02/2020
313,07/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sem conexão com a rede interna,CAMPUS OURO BRANCO,Fechado,07/02/2020
314,07/02/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail setorial,CAMPUS OURO BRANCO,Fechado,07/02/2020
315,07/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,11/02/2020
316,10/02/2020,Extensão,1. Estágio,Estágio - Legislação e regulamentação interna.,REITORIA,Fechado,10/02/2020
317,10/02/2020,Extensão,1. Programas e Projetos,Programas e Projetos - Legislação e regulamentação interna.,REITORIA,Fechado,10/02/2020
318,10/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,12/02/2020
319,10/02/2020,Administrativo,Hidráulica e Hidrossanitários,11 Vazamentos,REITORIA,Fechado,10/02/2020
320,10/02/2020,Administrativo,Ar condicionado,Problema com temperatura,REITORIA,Fechado,19/02/2020
322,10/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,12/02/2020
323,10/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,18/02/2020
324,10/02/2020,Administrativo,Ar condicionado,Funcionamento interrompido,REITORIA,Fechado,19/02/2020
325,11/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Computador não liga,CAMPUS OURO BRANCO,Fechado,11/02/2020
326,11/02/2020,Extensão,2 - Fundações de Apoio,Fundações de Apoio - Ações de Extensão executadas por Fundações.,REITORIA,Fechado,11/02/2020
327,11/02/2020,Tecnologia da Informação,OBR-SISTEMAS,OBR-Pergamum,CAMPUS OURO BRANCO,Fechado,13/03/2020
328,11/02/2020,Administrativo,Elétrica,04 Mudança de ponto de energia,REITORIA,Fechado,11/02/2020
329,11/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,11/02/2020
330,11/02/2020,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Impressora inoperante/obstruída,CAMPUS OURO BRANCO,Fechado,12/02/2020
331,11/02/2020,Administrativo,Hidráulica e Hidrossanitários,11 Vazamentos,REITORIA,Fechado,11/02/2020
332,11/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de estação de trabalho,CAMPUS OURO BRANCO,Fechado,11/02/2020
333,11/02/2020,Extensão,1. Programas e Projetos,Programas e Projetos - Seleção de bolsista.,REITORIA,Fechado,12/02/2020
334,12/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,12/02/2020
335,12/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,15/05/2020
336,12/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,12/02/2020
337,12/02/2020,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Impressão com falhas,CAMPUS OURO BRANCO,Fechado,12/02/2020
338,12/02/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail setorial,CAMPUS OURO BRANCO,Fechado,12/02/2020
339,12/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,21/10/2020
340,13/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,14/02/2020
341,13/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,29/07/2020
342,13/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,24/08/2021
343,13/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de software,CAMPUS OURO BRANCO,Fechado,20/02/2020
344,13/02/2020,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS OURO PRETO,Fechado,05/04/2024
345,13/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de software,CAMPUS OURO BRANCO,Fechado,14/02/2020
346,13/02/2020,Administrativo,Elétrica,12 Troca de interruptor,CAMPUS OURO PRETO,Fechado,04/03/2024
347,13/02/2020,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS OURO PRETO,Fechado,05/04/2024
348,13/02/2020,Administrativo,Recomposição,99 Outras recomposições,REITORIA,Fechado,13/02/2020
349,13/02/2020,Tecnologia da Informação,OBR-LABORATÓRIOS DE INFORMÁTICA,OBR-Computador  não liga,CAMPUS OURO BRANCO,Fechado,18/02/2020
350,13/02/2020,Tecnologia da Informação,OBR-LABORATÓRIOS DE INFORMÁTICA,OBR-Computador  não liga,CAMPUS OURO BRANCO,Fechado,18/02/2020
351,13/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,29/07/2020
352,13/02/2020,Tecnologia da Informação,OBR-SISTEMAS,OBR-SUAP,CAMPUS OURO BRANCO,Fechado,17/02/2020
353,14/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sem conexão com a Internet,CAMPUS OURO BRANCO,Fechado,20/02/2020
354,14/02/2020,Tecnologia da Informação,OBR-LABORATÓRIOS DE INFORMÁTICA,OBR-Sem conexão com a rede / Rede Lenta,CAMPUS OURO BRANCO,Fechado,21/02/2020
355,14/02/2020,Administrativo,Recomposição,99 Outras recomposições,REITORIA,Fechado,14/02/2020
356,14/02/2020,Administrativo,Recomposição,99 Outras recomposições,REITORIA,Fechado,14/02/2020
357,14/02/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail para novo servidor/colaborador,CAMPUS OURO BRANCO,Fechado,17/02/2020
358,14/02/2020,Administrativo,Ar condicionado,Barulho no motor,REITORIA,Fechado,31/05/2021
359,17/02/2020,Tecnologia da Informação,OBR-TELEFONIA,OBR-Ramal inoperante,CAMPUS OURO BRANCO,Fechado,28/02/2020
360,17/02/2020,Tecnologia da Informação,OBR-COMPUTADORES,"OBR-Periféricos com problema (mouse, teclado, estabilizador, etc)",CAMPUS OURO BRANCO,Fechado,18/02/2020
361,18/02/2020,Extensão,Editais de Extensão,Dúvidas sobre editais.,REITORIA,Fechado,19/02/2020
362,19/02/2020,Administrativo,Cobertura,Vazamento em telhado,REITORIA,Fechado,24/02/2022
363,19/02/2020,Administrativo,Cobertura,X Outros problemas no telhado,CAMPUS RIBEIRAO DAS NEVES,Cancelado,
364,19/02/2020,Tecnologia da Informação,OBR-ARMAZENAMENTO DE DADOS,OBR-Solicitação de acesso,CAMPUS OURO BRANCO,Fechado,20/02/2020
365,19/02/2020,Pesquisa,PESQUISA,PESQUISA,REITORIA,Em atendimento,
366,19/02/2020,Administrativo,Recomposição,01 Recomposição de parede (reboco),CAMPUS AVANCADO CONSELHEIRO LAFAIETE,Fechado,19/02/2020
367,19/02/2020,Administrativo,Ar condicionado,Problema com temperatura,REITORIA,Fechado,19/02/2020
368,19/02/2020,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Reset de senha de e-mail,CAMPUS OURO BRANCO,Fechado,19/02/2020
369,19/02/2020,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Impressão com falhas,CAMPUS OURO BRANCO,Fechado,19/02/2020
370,19/02/2020,Administrativo,Hidráulica e Hidrossanitários,07 Troca de lavatório,CAMPUS OURO BRANCO,Cancelado,
371,19/02/2020,Extensão,Programa Institucional de Esporte e Lazer (PIEL),PIEL - Legislação e regulamentação interna.,REITORIA,Fechado,27/02/2020
372,19/02/2020,Administrativo,Cobertura,Telha Quebrada,CAMPUS AVANCADO ITABIRITO,Cancelado,
373,19/02/2020,Tecnologia da Informação,OBR-SISTEMAS,OBR-SUAP,CAMPUS OURO BRANCO,Cancelado,
374,19/02/2020,Administrativo,Portas e janelas,99 Outras esquadrias,REITORIA,Fechado,19/02/2020
375,19/02/2020,Administrativo,Portas e janelas,99 Outras esquadrias,REITORIA,Fechado,19/02/2020
376,19/02/2020,Administrativo,Portas e janelas,01 Porta,REITORIA,Fechado,20/02/2020
377,19/02/2020,Tecnologia da Informação,OBR-SISTEMAS,OBR-Pergamum,CAMPUS OURO BRANCO,Fechado,09/03/2020
378,20/02/2020,Administrativo,Hidráulica e Hidrossanitários,02 Reparo de tubulações,CAMPUS GOVERNADOR VALADARES,Cancelado,
379,20/02/2020,Administrativo,Desentupimento,02 Vaso sanitário,CAMPUS GOVERNADOR VALADARES,Cancelado,
380,20/02/2020,Administrativo,Elétrica,99 Outros serviços elétricos,REITORIA,Fechado,20/02/2020
381,20/02/2020,Administrativo,Desentupimento,99 Outros serviços de desentupimento,CAMPUS FORMIGA,Cancelado,
382,20/02/2020,Administrativo,Hidráulica e Hidrossanitários,11 Vazamentos,REITORIA,Fechado,20/02/2020
383,20/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,21/02/2020
384,20/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Cancelado,
385,20/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Cancelado,
386,20/02/2020,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,21/02/2020
387,21/02/2020,Administrativo,Desentupimento,01 Pia ou tanque,CAMPUS SANTA LUZIA,Fechado,21/02/2020
388,21/02/2020,Administrativo,Cobertura,Limpeza de telhas,CAMPUS BETIM,Fechado,09/03/2020
389,21/02/2020,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS SANTA LUZIA,Fechado,21/02/2020
390,21/02/2020,Administrativo,Elétrica,07 Manutenção em quadro elétrico,CAMPUS SANTA LUZIA,Fechado,21/02/2020
391,25/02/2020,Pesquisa,PESQUISA,PESQUISA,REITORIA,Em atendimento,
392,27/02/2020,Administrativo,Hidráulica e Hidrossanitários,05 Reparo em vaso sanitário,REITORIA,Fechado,27/02/2020
393,27/02/2020,Administrativo,Elétrica,10 Troca de lâmpada,REITORIA,Fechado,27/02/2020
394,27/02/2020,Administrativo,Ar condicionado,Funcionamento interrompido,REITORIA,Fechado,28/02/2020
